date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:17:18	17912/17912	---M-Z	200	added ('OK')	text/html	etag:%2215181179-45f8-561c91dfbd326%22	https://pixinvent.com/apex-angular-4-bootstrap-admin-template/	C:/Users/KASHIF%20KAZMI/Desktop/blue/pixinvent.com/apex-angular-4-bootstrap-admin-template/index.html	(from )
11:17:18	13/13	---M--	200	added ('OK')	text/plain	etag:%2214f00210-d-54bd9ec6f98cb%22	https://pixinvent.com/robots.txt		(from )
11:17:20	124962/124962	---MCZ	200	added ('OK')	text/css	etag:W/%223ffbab350748e841d3768b5d1ca48933%22	https://maxcdn.bootstrapcdn.com/bootstrap/4.0.0-beta/css/bootstrap.min.css	C:/Users/KASHIF%20KAZMI/Desktop/blue/maxcdn.bootstrapcdn.com/bootstrap/4.0.0-beta/css/bootstrap.min.css	(from https://pixinvent.com/apex-angular-4-bootstrap-admin-template/)
11:17:24	124/124	---M--	302	error ('Found')	text/html	date:Tue,%2009%20Jan%202018%2005:47:04%20GMT	https://unpkg.com/feather-icons/dist/feather.min.js	C:/Users/KASHIF%20KAZMI/Desktop/blue/unpkg.com/feather-icons/dist/feather.min.1.delayed	(from https://pixinvent.com/apex-angular-4-bootstrap-admin-template/)
11:17:29	71973/71973	---MCZ	200	added ('OK')	application/javascript	etag:W/%2211925-1607cf9c198%22	https://unpkg.com/feather-icons@4.5.0/dist/feather.min.js	C:/Users/KASHIF%20KAZMI/Desktop/blue/unpkg.com/feather-icons@4.5.0/dist/feather.min.js	(from https://pixinvent.com/apex-angular-4-bootstrap-admin-template/)
11:17:41	415/415	---M--	200	added ('OK')	image/png	etag:%221518108c-19f-55af6e9e6e936%22	https://pixinvent.com/apex-angular-4-bootstrap-admin-template/favicon1.png	C:/Users/KASHIF%20KAZMI/Desktop/blue/pixinvent.com/apex-angular-4-bootstrap-admin-template/favicon1.png	(from https://pixinvent.com/apex-angular-4-bootstrap-admin-template/)
11:17:42	8007/8007	---M--	200	added ('OK')	text/css	etag:%2215760011-1f47-55af6bf8c0811%22	https://pixinvent.com/apex-angular-4-bootstrap-admin-template/css/style.css	C:/Users/KASHIF%20KAZMI/Desktop/blue/pixinvent.com/apex-angular-4-bootstrap-admin-template/css/style.css	(from https://pixinvent.com/apex-angular-4-bootstrap-admin-template/)
11:17:44	4271/4271	---M--	200	added ('OK')	image/png	etag:%221576186c-10af-55a3fb3d3e080%22	https://pixinvent.com/apex-angular-4-bootstrap-admin-template/images/logo-big-white.png	C:/Users/KASHIF%20KAZMI/Desktop/blue/pixinvent.com/apex-angular-4-bootstrap-admin-template/images/logo-big-white.png	(from https://pixinvent.com/apex-angular-4-bootstrap-admin-template/)
11:17:45	100315/100315	---M--	200	added ('OK')	image/png	etag:%2214f0422a-187db-55b2f78690719%22	https://pixinvent.com/apex-angular-4-bootstrap-admin-template/images/demo-1.png	C:/Users/KASHIF%20KAZMI/Desktop/blue/pixinvent.com/apex-angular-4-bootstrap-admin-template/images/demo-1.png	(from https://pixinvent.com/apex-angular-4-bootstrap-admin-template/)
11:17:46	3120/3120	---M-Z	200	added ('OK')	text/html	etag:%22154019f6-c30-5614c4b83a7ec%22	https://pixinvent.com/apex-angular-4-bootstrap-admin-template/demo-2/	C:/Users/KASHIF%20KAZMI/Desktop/blue/pixinvent.com/apex-angular-4-bootstrap-admin-template/demo-2/index.html	(from https://pixinvent.com/apex-angular-4-bootstrap-admin-template/)
11:17:47	3120/3120	---M-Z	200	added ('OK')	text/html	etag:%22153e1419-c30-5614c4a0e175d%22	https://pixinvent.com/apex-angular-4-bootstrap-admin-template/demo-1/	C:/Users/KASHIF%20KAZMI/Desktop/blue/pixinvent.com/apex-angular-4-bootstrap-admin-template/demo-1/index.html	(from https://pixinvent.com/apex-angular-4-bootstrap-admin-template/)
11:17:53	94598/94598	---M--	200	added ('OK')	image/png	etag:%2214f04235-17186-55b2f786c898a%22	https://pixinvent.com/apex-angular-4-bootstrap-admin-template/images/demo-3.png	C:/Users/KASHIF%20KAZMI/Desktop/blue/pixinvent.com/apex-angular-4-bootstrap-admin-template/images/demo-3.png	(from https://pixinvent.com/apex-angular-4-bootstrap-admin-template/)
11:17:53	63477/63477	---M-Z	200	added ('OK')	text/html	etag:%22151a13ac-f7f5-56141d57c1280%22	https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/	C:/Users/KASHIF%20KAZMI/Desktop/blue/pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/index.html	(from https://pixinvent.com/apex-angular-4-bootstrap-admin-template/)
11:17:56	63506/63506	---M-Z	200	added ('OK')	text/html	etag:%22151e177e-f812-5614188f3c980%22	https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-2/	C:/Users/KASHIF%20KAZMI/Desktop/blue/pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-2/index.html	(from https://pixinvent.com/apex-angular-4-bootstrap-admin-template/)
11:17:56	97165/97165	---M--	200	added ('OK')	image/png	etag:%2214f042cf-17b8d-55b2f7878800c%22	https://pixinvent.com/apex-angular-4-bootstrap-admin-template/images/demo-4.png	C:/Users/KASHIF%20KAZMI/Desktop/blue/pixinvent.com/apex-angular-4-bootstrap-admin-template/images/demo-4.png	(from https://pixinvent.com/apex-angular-4-bootstrap-admin-template/)
11:17:56	3120/3120	---M-Z	200	added ('OK')	text/html	etag:%22154019f7-c30-5614c4ce6160e%22	https://pixinvent.com/apex-angular-4-bootstrap-admin-template/demo-3/	C:/Users/KASHIF%20KAZMI/Desktop/blue/pixinvent.com/apex-angular-4-bootstrap-admin-template/demo-3/index.html	(from https://pixinvent.com/apex-angular-4-bootstrap-admin-template/)
11:17:56	127078/127078	---M--	200	added ('OK')	image/png	etag:%2214f04237-1f066-55b2f7874af7b%22	https://pixinvent.com/apex-angular-4-bootstrap-admin-template/images/demo-2.png	C:/Users/KASHIF%20KAZMI/Desktop/blue/pixinvent.com/apex-angular-4-bootstrap-admin-template/images/demo-2.png	(from https://pixinvent.com/apex-angular-4-bootstrap-admin-template/)
11:17:56	4102/4102	---M--	200	added ('OK')	image/png	etag:%2215761860-1006-55af2a0bed640%22	https://pixinvent.com/apex-angular-4-bootstrap-admin-template/images/icon-2.png	C:/Users/KASHIF%20KAZMI/Desktop/blue/pixinvent.com/apex-angular-4-bootstrap-admin-template/images/icon-2.png	(from https://pixinvent.com/apex-angular-4-bootstrap-admin-template/)
11:17:57	3120/3120	---M-Z	200	added ('OK')	text/html	etag:%22154019f8-c30-5614c4e2b76b5%22	https://pixinvent.com/apex-angular-4-bootstrap-admin-template/demo-4/	C:/Users/KASHIF%20KAZMI/Desktop/blue/pixinvent.com/apex-angular-4-bootstrap-admin-template/demo-4/index.html	(from https://pixinvent.com/apex-angular-4-bootstrap-admin-template/)
11:17:57	63504/63504	---M-Z	200	added ('OK')	text/html	etag:%22151811d0-f810-561419bc99080%22	https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-3/	C:/Users/KASHIF%20KAZMI/Desktop/blue/pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-3/index.html	(from https://pixinvent.com/apex-angular-4-bootstrap-admin-template/)
11:17:57	63470/63470	---M-Z	200	added ('OK')	text/html	etag:%2215381afc-f7ee-561419d564b00%22	https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-4/	C:/Users/KASHIF%20KAZMI/Desktop/blue/pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-4/index.html	(from https://pixinvent.com/apex-angular-4-bootstrap-admin-template/)
11:17:57	7923/7923	---M--	200	added ('OK')	image/png	etag:%221576185e-1ef3-55af29f415e00%22	https://pixinvent.com/apex-angular-4-bootstrap-admin-template/images/icon-1.png	C:/Users/KASHIF%20KAZMI/Desktop/blue/pixinvent.com/apex-angular-4-bootstrap-admin-template/images/icon-1.png	(from https://pixinvent.com/apex-angular-4-bootstrap-admin-template/)
11:17:57	6432/6432	---M--	200	added ('OK')	image/png	etag:%2215761862-1920-55af2a4cc6f40%22	https://pixinvent.com/apex-angular-4-bootstrap-admin-template/images/icon-3.png	C:/Users/KASHIF%20KAZMI/Desktop/blue/pixinvent.com/apex-angular-4-bootstrap-admin-template/images/icon-3.png	(from https://pixinvent.com/apex-angular-4-bootstrap-admin-template/)
11:17:57	2111/2111	---M--	200	added ('OK')	image/png	etag:%2215761864-83f-55af2a6f1c040%22	https://pixinvent.com/apex-angular-4-bootstrap-admin-template/images/icon-4.png	C:/Users/KASHIF%20KAZMI/Desktop/blue/pixinvent.com/apex-angular-4-bootstrap-admin-template/images/icon-4.png	(from https://pixinvent.com/apex-angular-4-bootstrap-admin-template/)
11:17:58	4591/4591	---M--	200	added ('OK')	image/png	etag:%2215761866-11ef-55af2d3a5d7c0%22	https://pixinvent.com/apex-angular-4-bootstrap-admin-template/images/icon-5.png	C:/Users/KASHIF%20KAZMI/Desktop/blue/pixinvent.com/apex-angular-4-bootstrap-admin-template/images/icon-5.png	(from https://pixinvent.com/apex-angular-4-bootstrap-admin-template/)
11:17:59	5552/5552	---M--	200	added ('OK')	image/png	etag:%2215761868-15b0-55af2c9d02480%22	https://pixinvent.com/apex-angular-4-bootstrap-admin-template/images/icon-6.png	C:/Users/KASHIF%20KAZMI/Desktop/blue/pixinvent.com/apex-angular-4-bootstrap-admin-template/images/icon-6.png	(from https://pixinvent.com/apex-angular-4-bootstrap-admin-template/)
11:18:00	143433/143433	---M--	200	added ('OK')	image/png	etag:%2215761858-23049-55ac7de880080%22	https://pixinvent.com/apex-angular-4-bootstrap-admin-template/images/element-4.png	C:/Users/KASHIF%20KAZMI/Desktop/blue/pixinvent.com/apex-angular-4-bootstrap-admin-template/images/element-4.png	(from https://pixinvent.com/apex-angular-4-bootstrap-admin-template/)
11:18:00	55788/55788	---M--	200	added ('OK')	image/png	etag:%2215761852-d9ec-55aa2734a3c40%22	https://pixinvent.com/apex-angular-4-bootstrap-admin-template/images/element-1.png	C:/Users/KASHIF%20KAZMI/Desktop/blue/pixinvent.com/apex-angular-4-bootstrap-admin-template/images/element-1.png	(from https://pixinvent.com/apex-angular-4-bootstrap-admin-template/)
11:18:01	70404/70404	---M--	200	added ('OK')	image/png	etag:%221576185a-11304-55ab395a7c800%22	https://pixinvent.com/apex-angular-4-bootstrap-admin-template/images/element-5.png	C:/Users/KASHIF%20KAZMI/Desktop/blue/pixinvent.com/apex-angular-4-bootstrap-admin-template/images/element-5.png	(from https://pixinvent.com/apex-angular-4-bootstrap-admin-template/)
11:18:01	5359/5359	---M--	200	added ('OK')	application/javascript	etag:%2215761886-14ef-5599f15fb0dc0%22	https://pixinvent.com/apex-angular-4-bootstrap-admin-template/js/headroom.js	C:/Users/KASHIF%20KAZMI/Desktop/blue/pixinvent.com/apex-angular-4-bootstrap-admin-template/js/headroom.js	(from https://pixinvent.com/apex-angular-4-bootstrap-admin-template/)
11:18:01	117813/117813	---M--	200	added ('OK')	image/png	etag:%2215761854-1cc35-55ab3965ee300%22	https://pixinvent.com/apex-angular-4-bootstrap-admin-template/images/element-2.png	C:/Users/KASHIF%20KAZMI/Desktop/blue/pixinvent.com/apex-angular-4-bootstrap-admin-template/images/element-2.png	(from https://pixinvent.com/apex-angular-4-bootstrap-admin-template/)
11:18:02	86659/86659	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2020%20Mar%202017%2019:18:18%20GMT	https://cdnjs.cloudflare.com/ajax/libs/jquery/3.2.1/jquery.min.js	C:/Users/KASHIF%20KAZMI/Desktop/blue/cdnjs.cloudflare.com/ajax/libs/jquery/3.2.1/jquery.min.js	(from https://pixinvent.com/apex-angular-4-bootstrap-admin-template/)
11:18:02	19033/19033	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2026%20Jul%202017%2019:04:03%20GMT	https://cdnjs.cloudflare.com/ajax/libs/popper.js/1.11.0/umd/popper.min.js	C:/Users/KASHIF%20KAZMI/Desktop/blue/cdnjs.cloudflare.com/ajax/libs/popper.js/1.11.0/umd/popper.min.js	(from https://pixinvent.com/apex-angular-4-bootstrap-admin-template/)
11:18:03	51143/51143	---MCZ	200	added ('OK')	application/javascript	etag:W/%22baaadea4492b059f284187d75af46063%22	https://maxcdn.bootstrapcdn.com/bootstrap/4.0.0-beta/js/bootstrap.min.js	C:/Users/KASHIF%20KAZMI/Desktop/blue/maxcdn.bootstrapcdn.com/bootstrap/4.0.0-beta/js/bootstrap.min.js	(from https://pixinvent.com/apex-angular-4-bootstrap-admin-template/)
11:18:04	2447/2447	---MCZ	200	added ('OK')	application/javascript	etag:%2298f-WLY0jlgHHtauqlQXy4RmBiZdk9g%22	https://cdn.jsdelivr.net/npm/jquery.scrollto@2.1.2/jquery.scrollTo.min.js	C:/Users/KASHIF%20KAZMI/Desktop/blue/cdn.jsdelivr.net/npm/jquery.scrollto@2.1.2/jquery.scrollTo.min.js	(from https://pixinvent.com/apex-angular-4-bootstrap-admin-template/)
11:18:05	747/747	---M--	200	added ('OK')	image/png	etag:%221518108f-2eb-55af6e9e6e936%22	https://pixinvent.com/apex-angular-4-bootstrap-admin-template/favicon2.png	C:/Users/KASHIF%20KAZMI/Desktop/blue/pixinvent.com/apex-angular-4-bootstrap-admin-template/favicon2.png	(from https://pixinvent.com/apex-angular-4-bootstrap-admin-template/)
11:18:06	31000/31000	---MCZ	200	added ('OK')	text/css	etag:W/%22269550530cc127b6aa5a35925a7de6ce%22	https://maxcdn.bootstrapcdn.com/font-awesome/latest/css/font-awesome.min.css	C:/Users/KASHIF%20KAZMI/Desktop/blue/maxcdn.bootstrapcdn.com/font-awesome/latest/css/font-awesome.min.css	(from https://pixinvent.com/apex-angular-4-bootstrap-admin-template/demo-1/)
11:18:06	629691/629691	---M--	200	added ('OK')	image/png	etag:%2215761848-99bbb-55aeeb716e300%22	https://pixinvent.com/apex-angular-4-bootstrap-admin-template/images/banner.png	C:/Users/KASHIF%20KAZMI/Desktop/blue/pixinvent.com/apex-angular-4-bootstrap-admin-template/images/banner.png	(from https://pixinvent.com/apex-angular-4-bootstrap-admin-template/css/style.css)
11:18:09	48749/48749	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2009%20Jan%202018%2005:47:08%20GMT	https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/app-assets/img/ico/apple-icon-60.png	C:/Users/KASHIF%20KAZMI/Desktop/blue/pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/app-assets/img/ico/apple-icon-60.1d.delayed	(from https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/)
11:18:09	1013872/1013872	---M--	200	added ('OK')	image/png	etag:%2215761880-f7870-55ab8c324bb80%22	https://pixinvent.com/apex-angular-4-bootstrap-admin-template/images/parallax.png	C:/Users/KASHIF%20KAZMI/Desktop/blue/pixinvent.com/apex-angular-4-bootstrap-admin-template/images/parallax.png	(from https://pixinvent.com/apex-angular-4-bootstrap-admin-template/css/style.css)
11:18:13	48749/48749	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2009%20Jan%202018%2005:47:10%20GMT	https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/app-assets/img/ico/apple-icon-76.png	C:/Users/KASHIF%20KAZMI/Desktop/blue/pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/app-assets/img/ico/apple-icon-76.1e.delayed	(from https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/)
11:18:19	48752/48752	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2009%20Jan%202018%2005:47:17%20GMT	https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/app-assets/img/ico/apple-icon-120.png	C:/Users/KASHIF%20KAZMI/Desktop/blue/pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/app-assets/img/ico/apple-icon-120.1f.delayed	(from https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/)
11:18:22	48752/48752	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2009%20Jan%202018%2005:47:21%20GMT	https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/app-assets/img/ico/apple-icon-152.png	C:/Users/KASHIF%20KAZMI/Desktop/blue/pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/app-assets/img/ico/apple-icon-152.20.delayed	(from https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/)
11:18:23	5430/5430	---M--	200	added ('OK')	image/x-icon	etag:%22151c137d-1536-55fad60594f80%22	https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/app-assets/img/ico/favicon.ico	C:/Users/KASHIF%20KAZMI/Desktop/blue/pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/app-assets/img/ico/favicon.ico	(from https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/)
11:18:23	1719/1719	---M--	200	added ('OK')	image/png	etag:%22151c137c-6b7-55fad60594f80%22	https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/app-assets/img/ico/favicon-32.png	C:/Users/KASHIF%20KAZMI/Desktop/blue/pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/app-assets/img/ico/favicon-32.png	(from https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/)
11:18:23	9225/9225	---M--	200	added ('OK')	text/css	etag:%22151a13d8-2409-55c762e493800%22	https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/app-assets/fonts/feather/style.min.css	C:/Users/KASHIF%20KAZMI/Desktop/blue/pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/app-assets/fonts/feather/style.min.css	(from https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/)
11:18:24	90692/90692	---M--	200	added ('OK')	text/css	etag:%22151c133b-16244-55c762e493800%22	https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/app-assets/fonts/simple-line-icons/style.css	C:/Users/KASHIF%20KAZMI/Desktop/blue/pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/app-assets/fonts/simple-line-icons/style.css	(from https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/)
11:18:24	3282/3282	---M--	200	added ('OK')	text/css	etag:%22151c143f-cd2-55c762e493800%22	https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/app-assets/vendors/css/perfect-scrollbar.min.css	C:/Users/KASHIF%20KAZMI/Desktop/blue/pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/app-assets/vendors/css/perfect-scrollbar.min.css	(from https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/)
11:18:24	161544/161544	---M--	200	added ('OK')	text/css	etag:%22151c132b-27708-55d9ed0de5180%22	https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/app-assets/fonts/font-awesome/css/font-awesome.min.css	C:/Users/KASHIF%20KAZMI/Desktop/blue/pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/app-assets/fonts/font-awesome/css/font-awesome.min.css	(from https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/)
11:18:24	2487/2487	---M--	200	added ('OK')	text/css	etag:%22151c1447-9b7-55c762e493800%22	https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/app-assets/vendors/css/prism.min.css	C:/Users/KASHIF%20KAZMI/Desktop/blue/pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/app-assets/vendors/css/prism.min.css	(from https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/)
11:18:26	11508/11508	---M--	200	added ('OK')	text/css	etag:%22151c1431-2cf4-55ceac1bc5080%22	https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/app-assets/vendors/css/chartist.min.css	C:/Users/KASHIF%20KAZMI/Desktop/blue/pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/app-assets/vendors/css/chartist.min.css	(from https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/)
11:18:26	63477/63477	---M-Z	200	added ('OK')	text/html	etag:%22151a13ac-f7f5-56141d57c1280%22	https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/index.html	C:/Users/KASHIF%20KAZMI/Desktop/blue/pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/index-2.html	(from https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/)
11:18:26	1646/1646	---M--	200	added ('OK')	image/png	etag:%22151c137f-66e-55c762e493800%22	https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/app-assets/img/logo.png	C:/Users/KASHIF%20KAZMI/Desktop/blue/pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/app-assets/img/logo.png	(from https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/)
11:18:26	63477/63477	---M-Z	200	added ('OK')	text/html	etag:%22151a1394-f7f5-56141d57c1280%22	https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/dashboard1.html	C:/Users/KASHIF%20KAZMI/Desktop/blue/pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/dashboard1.html	(from https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/)
11:18:26	72057/72057	---M-Z	200	added ('OK')	text/html	etag:%22151a1395-11979-56141d57c1280%22	https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/dashboard2.html	C:/Users/KASHIF%20KAZMI/Desktop/blue/pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/dashboard2.html	(from https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/)
11:18:27	112567/112567	---M-Z	200	added ('OK')	text/html	etag:%22151a1382-1b7b7-56141d57c1280%22	https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/color-palette.html	C:/Users/KASHIF%20KAZMI/Desktop/blue/pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/color-palette.html	(from https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/)
11:18:27	81050/81050	---M-Z	200	added ('OK')	text/html	etag:%22151a13ab-13c9a-56141d57c1280%22	https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/inbox.html	C:/Users/KASHIF%20KAZMI/Desktop/blue/pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/inbox.html	(from https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/)
11:18:27	61635/61635	---M-Z	200	added ('OK')	text/html	etag:%22151a1381-f0c3-56141d57c1280%22	https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/chat.html	C:/Users/KASHIF%20KAZMI/Desktop/blue/pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/chat.html	(from https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/)
11:18:28	65378/65378	---M-Z	200	added ('OK')	text/html	etag:%22151a13bb-ff62-56141d57c1280%22	https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/taskboard.html	C:/Users/KASHIF%20KAZMI/Desktop/blue/pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/taskboard.html	(from https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/)
11:18:28	69886/69886	---M-Z	200	added ('OK')	text/html	etag:%22151a13a5-110fe-56141d57c1280%22	https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/grids.html	C:/Users/KASHIF%20KAZMI/Desktop/blue/pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/grids.html	(from https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/)
11:18:28	103187/103187	---M-Z	200	added ('OK')	text/html	etag:%22151a13bf-19313-56141d57c1280%22	https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/typography.html	C:/Users/KASHIF%20KAZMI/Desktop/blue/pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/typography.html	(from https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/)
11:18:28	63507/63507	---M-Z	200	added ('OK')	text/html	etag:%22151a13ba-f813-56141d57c1280%22	https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/syntax-highlighter.html	C:/Users/KASHIF%20KAZMI/Desktop/blue/pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/syntax-highlighter.html	(from https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/)
11:18:28	82226/82226	---M-Z	200	added ('OK')	text/html	etag:%22151a13a6-14132-56141d57c1280%22	https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/helper-classes.html	C:/Users/KASHIF%20KAZMI/Desktop/blue/pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/helper-classes.html	(from https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/)
11:18:29	81501/81501	---M-Z	200	added ('OK')	text/html	etag:%22151a13bc-13e5d-56141d57c1280%22	https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/text-utilities.html	C:/Users/KASHIF%20KAZMI/Desktop/blue/pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/text-utilities.html	(from https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/)
11:18:29	156771/156771	---M-Z	200	added ('OK')	text/html	etag:%22151a139f-26463-56141d57c1280%22	https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/feather.html	C:/Users/KASHIF%20KAZMI/Desktop/blue/pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/feather.html	(from https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/)
11:18:29	1320839/1320839	---M--	200	added ('OK')	text/css	etag:%22151a13c5-142787-56150fb015600%22	https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/app-assets/css/app.css	C:/Users/KASHIF%20KAZMI/Desktop/blue/pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/app-assets/css/app.css	(from https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/)
11:18:30	68733/68733	---M-Z	200	added ('OK')	text/html	etag:%22151a13a0-10c7d-56141d57c1280%22	https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/font-awesome.html	C:/Users/KASHIF%20KAZMI/Desktop/blue/pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/font-awesome.html	(from https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/)
11:18:30	122729/122729	---M-Z	200	added ('OK')	text/html	etag:%22151a13b7-1df69-56141d57c1280%22	https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/simple-line.html	C:/Users/KASHIF%20KAZMI/Desktop/blue/pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/simple-line.html	(from https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/)
11:18:31	294417/294417	---M-Z	200	added ('OK')	text/html	etag:%22151a1387-47e11-56141d57c1280%22	https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/components-buttons.html	C:/Users/KASHIF%20KAZMI/Desktop/blue/pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/components-buttons.html	(from https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-1/)
